Date	Time0	Sensor0	Time1	Sensor1	Time2	Sensor2	Time3	Sensor3	Time4	Sensor4	Time5	Sensor5	Time6	Sensor6	Time7	Sensor7	Time8	Sensor8	Time9	Sensor9	Time10	Sensor10	Time11	Sensor11	
01/30/2012	18:32:02	2421.888053	18:32:02	2393.537697	18:32:03	2369.460154	18:32:03	2136.594238	18:32:04	2108.328590	18:32:05	1911.417148	18:32:05	1992.784729	18:32:06	2111.575349	18:32:07	2168.745769	18:32:07	2003.758365	18:32:08	2003.483043	18:32:09	2095.701464	
01/30/2012	18:34:01	2421.530751	18:34:02	2393.186290	18:34:03	2368.767349	18:34:04	2136.294028	18:34:04	2108.033766	18:34:05	1910.641322	18:34:05	1991.691774	18:34:06	2110.393925	18:34:07	2167.520541	18:34:08	2002.382261	18:34:08	2002.382261	18:34:09	2094.824329	
01/30/2012	18:36:02	2421.173523	18:36:02	2392.834955	18:36:03	2368.421053	18:36:03	2135.993875	18:36:04	2107.738998	18:36:05	1909.865909	18:36:05	1990.872581	18:36:06	2109.803549	18:36:07	2166.908283	18:36:08	2001.832173	18:36:08	2001.557204	18:36:09	2093.947691	
01/30/2012	18:38:02	2420.816369	18:38:02	2392.483694	18:38:03	2368.074828	18:38:03	2135.693780	18:38:04	2107.444286	18:38:05	1908.832668	18:38:05	1989.781022	18:38:06	2108.623470	18:38:07	2165.684475	18:38:07	2000.732601	18:38:08	2000.457834	18:38:09	2092.779613	
01/30/2012	18:40:02	2420.102286	18:40:02	2392.132505	18:40:03	2367.728674	18:40:03	2135.393742	18:40:04	2106.855030	18:40:05	1907.800160	18:40:05	1988.690259	18:40:06	2107.444286	18:40:07	2164.461613	18:40:07	1999.359268	18:40:08	1999.084752	18:40:09	2091.612416	
01/30/2012	18:42:02	2419.745356	18:42:02	2391.430346	18:42:03	2367.382592	18:42:03	2134.793839	18:42:04	2106.560485	18:42:05	1907.026260	18:42:05	1987.872709	18:42:06	2106.560485	18:42:07	2163.545086	18:42:07	1998.535871	18:42:08	1998.535871	18:42:09	2090.446100	
01/30/2012	18:44:02	2419.745356	18:44:02	2391.430346	18:44:03	2367.036580	18:44:03	2134.493974	18:44:04	2106.265997	18:44:05	1906.252772	18:44:05	1987.055606	18:44:06	2105.677187	18:44:07	2162.629090	18:44:07	1997.712927	18:44:08	1997.438712	18:44:09	2089.571940	
01/30/2012	18:46:01	2419.031720	18:46:02	2391.079375	18:46:03	2366.690640	18:46:03	2134.194165	18:46:04	2105.971564	18:46:05	1905.222094	18:46:05	1985.966831	18:46:06	2104.500237	18:46:07	2161.408587	18:46:07	1996.616369	18:46:08	1996.342356	18:46:09	2088.407163	
01/30/2012	18:48:01	2419.031720	18:48:02	2390.728477	18:48:03	2366.344771	18:48:03	2133.894415	18:48:04	2105.677187	18:48:05	1904.707030	18:48:05	1985.150770	18:48:06	2103.912096	18:48:07	2160.798688	18:48:07	1995.794478	18:48:08	1995.794478	18:48:09	2087.825104	
01/30/2012	18:50:01	2418.675013	18:50:02	2390.377651	18:50:03	2365.998973	18:50:03	2133.594721	18:50:04	2105.382866	18:50:05	1904.707030	18:50:05	1985.150770	18:50:06	2103.618109	18:50:07	2160.493827	18:50:07	1995.794478	18:50:08	1995.520614	18:50:09	2087.534156	
01/30/2012	18:52:01	2418.318381	18:52:02	2390.026898	18:52:03	2365.653246	18:52:03	2133.295085	18:52:04	2105.088600	18:52:05	1903.934775	18:52:05	1984.606977	18:52:06	2103.030303	18:52:07	2159.884282	18:52:07	1994.973037	18:52:08	1994.973037	18:52:09	2086.952426	
01/30/2012	18:54:01	2417.961823	18:54:02	2389.676218	18:54:03	2365.307590	18:54:04	2132.995506	18:54:04	2104.794391	18:54:05	1903.420167	18:54:06	1984.063382	18:54:06	2102.442719	18:54:07	2159.274971	18:54:08	1994.425660	18:54:08	1994.152047	18:54:09	2086.370915	
01/30/2012	18:56:02	2417.605340	18:56:02	2389.325610	18:56:03	2365.307590	18:56:03	2132.695985	18:56:04	2104.500237	18:56:05	1902.391497	18:56:05	1982.976787	18:56:06	2101.268219	18:56:07	2158.057055	18:56:07	1993.331506	18:56:08	1993.058093	18:56:09	2085.208549	
01/30/2012	18:58:02	2417.605340	18:58:02	2389.325610	18:58:03	2364.962005	18:58:03	2132.396520	18:58:04	2104.206139	18:58:05	1901.877435	18:58:05	1982.162359	18:58:06	2100.387927	18:58:07	2157.144234	18:58:07	1992.511416	18:58:08	1992.238152	18:58:09	2084.337349	
01/30/2012	19:00:01	2417.248931	19:00:02	2388.975075	19:00:03	2364.616490	19:00:03	2132.097113	19:00:04	2103.912096	19:00:05	1900.849858	19:00:05	1981.348376	19:00:06	2099.508135	19:00:07	2156.231940	19:00:07	1991.691774	19:00:08	1991.418660	19:00:09	2083.466642	
01/30/2012	19:02:02	2416.892596	19:02:02	2388.624612	19:02:03	2364.271047	19:02:03	2131.797764	19:02:04	2103.618109	19:02:05	1900.336343	19:02:05	1980.805967	19:02:06	2098.921884	19:02:07	2155.624037	19:02:07	1990.872581	19:02:08	1990.872581	19:02:09	2082.596425	
01/30/2012	19:04:02	2416.536336	19:04:02	2388.624612	19:04:03	2363.925675	19:04:04	2131.797764	19:04:04	2103.618109	19:04:05	1900.079653	19:04:06	1980.263756	19:04:06	2098.628842	19:04:07	2155.320173	19:04:08	1990.599617	19:04:08	1990.326702	19:04:09	2082.306462	
01/30/2012	19:06:02	2416.536336	19:06:02	2388.274222	19:06:03	2363.925675	19:06:03	2131.498471	19:06:04	2103.324178	19:06:05	1899.566410	19:06:05	1979.721742	19:06:06	2098.042923	19:06:07	2154.712622	19:06:07	1990.053837	19:06:08	1989.781022	19:06:09	2081.726700	
